SRC_random Query: Small,Depth,BBoxes,Data Size
"[26337, 160306, 72952, 206921]",0,"[8117, 9783, 474275, 219328]",617
"[106482, 263569, 153097, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[78865, 346931, 125480, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[31894, 378113, 78509, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[94971, 302526, 141586, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117702, 201835, 164317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[249677, 230268, 296292, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127635, 285447, 174250, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[75232, 409324, 121847, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103016, 361873, 149631, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[261015, 283135, 307630, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[330827, 83578, 377442, 130193]",1,"[69337, 9783, 474275, 219328]",309
"[382659, 18992, 429274, 65607]",1,"[69337, 9783, 474275, 219328]",309
"[321827, 29090, 368442, 75705]",1,"[69337, 9783, 474275, 219328]",309
"[219073, 77712, 265688, 124327]",1,"[69337, 9783, 474275, 219328]",309
"[40629, 114263, 87244, 160878]",0,"[8117, 9783, 474275, 219328]",617
"[362853, 306586, 409468, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[208569, 118742, 255184, 165357]",1,"[69337, 9783, 474275, 219328]",309
"[258469, 10103, 305084, 56718]",1,"[69337, 9783, 474275, 219328]",309
"[416183, 219538, 462798, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284318, 291636, 330933, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73183, 144755, 119798, 191370]",1,"[69337, 9783, 474275, 219328]",309
"[250965, 34655, 297580, 81270]",1,"[69337, 9783, 474275, 219328]",309
"[412265, 173158, 458880, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[261687, 36578, 308302, 83193]",1,"[69337, 9783, 474275, 219328]",309
"[262329, 80162, 308944, 126777]",1,"[69337, 9783, 474275, 219328]",309
"[376436, 79330, 423051, 125945]",1,"[69337, 9783, 474275, 219328]",309
"[371379, 330884, 417994, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[193045, 247350, 239660, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179650, 353595, 226265, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[39912, 52005, 86527, 98620]",0,"[8117, 9783, 474275, 219328]",617
"[111767, 316472, 158382, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[358840, 394884, 405455, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[392178, 9783, 438793, 55220]",1,"[69337, 9783, 474275, 219328]",309
"[51437, 225095, 98052, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[413363, 150496, 459978, 197111]",1,"[69337, 9783, 474275, 219328]",309
"[116811, 68615, 163426, 115230]",1,"[69337, 9783, 474275, 219328]",309
"[185030, 130997, 231645, 177612]",1,"[69337, 9783, 474275, 219328]",309
"[183319, 258785, 229934, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[299163, 213699, 345778, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295160, 108921, 341775, 155536]",1,"[69337, 9783, 474275, 219328]",309
"[129079, 213364, 175694, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[45269, 262168, 91884, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[262232, 17131, 308847, 63746]",1,"[69337, 9783, 474275, 219328]",309
"[237955, 111508, 284570, 158123]",1,"[69337, 9783, 474275, 219328]",309
"[9028, 111427, 55643, 158042]",1,"[8117, 9783, 69337, 219328]",308
"[126967, 170049, 173582, 216664]",1,"[69337, 9783, 474275, 219328]",309
"[327362, 278759, 373977, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[95595, 56122, 142210, 102737]",1,"[69337, 9783, 474275, 219328]",309
"[262141, 404484, 308756, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[321690, 214168, 368305, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212934, 99152, 259549, 145767]",1,"[69337, 9783, 474275, 219328]",309
"[23090, 40612, 69705, 87227]",0,"[8117, 9783, 474275, 219328]",617
"[48903, 59911, 95518, 106526]",1,"[42574, 9783, 114520, 219328]",308
"[267659, 321310, 314274, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58033, 45930, 104648, 92545]",1,"[42574, 9783, 114520, 219328]",308
"[115603, 213861, 162218, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[176564, 151936, 223179, 198551]",1,"[69337, 9783, 474275, 219328]",309
"[37066, 401344, 83681, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[326354, 340111, 372969, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[270666, 314809, 317281, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[415949, 364026, 462564, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[257967, 282158, 304582, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293592, 397318, 340207, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[363408, 179228, 410023, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[346322, 59325, 392937, 105940]",1,"[69337, 9783, 474275, 219328]",309
"[353744, 186696, 400359, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[412288, 144124, 458903, 190739]",1,"[69337, 9783, 474275, 219328]",309
"[18402, 149779, 65017, 196394]",1,"[8117, 9783, 69337, 219328]",308
"[39589, 354217, 86204, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[25780, 219552, 72395, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[190903, 10972, 237518, 57587]",1,"[69337, 9783, 474275, 219328]",309
"[255655, 304828, 302270, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192095, 105544, 238710, 152159]",1,"[69337, 9783, 474275, 219328]",309
"[136167, 410589, 182782, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[395137, 105358, 441752, 151973]",1,"[69337, 9783, 474275, 219328]",309
"[274634, 320630, 321249, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[330575, 94613, 377190, 141228]",1,"[69337, 9783, 474275, 219328]",309
"[152400, 368528, 199015, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[238025, 249153, 284640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[80194, 121496, 126809, 168111]",1,"[69337, 9783, 474275, 219328]",309
"[149830, 106063, 196445, 152678]",1,"[69337, 9783, 474275, 219328]",309
"[375226, 72988, 421841, 119603]",1,"[69337, 9783, 474275, 219328]",309
"[354469, 124529, 401084, 171144]",1,"[69337, 9783, 474275, 219328]",309
"[81295, 51836, 127910, 98451]",1,"[69337, 9783, 474275, 219328]",309
"[149440, 243671, 196055, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[254742, 189106, 301357, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[348916, 12768, 395531, 59383]",1,"[69337, 9783, 474275, 219328]",309
"[83560, 110619, 130175, 157234]",1,"[69337, 9783, 474275, 219328]",309
"[191941, 376334, 238556, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137446, 30881, 184061, 77496]",1,"[69337, 9783, 474275, 219328]",309
"[17868, 143144, 64483, 189759]",1,"[8117, 9783, 69337, 219328]",308
"[106416, 309185, 153031, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[27486, 238004, 74101, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[144358, 196027, 190973, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[312715, 63575, 359330, 110190]",1,"[69337, 9783, 474275, 219328]",309
"[336969, 350800, 383584, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205047, 149882, 251662, 196497]",1,"[69337, 9783, 474275, 219328]",309
"[177472, 218675, 224087, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186895, 205350, 233510, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192782, 174480, 239397, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109379, 284036, 155994, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[167487, 355234, 214102, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[376950, 264599, 423565, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[385352, 111253, 431967, 157868]",1,"[69337, 9783, 474275, 219328]",309
"[32910, 31213, 79525, 77828]",0,"[8117, 9783, 474275, 219328]",617
"[154205, 195113, 200820, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[90109, 334963, 136724, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[399459, 313305, 446074, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[256642, 167418, 303257, 214033]",1,"[69337, 9783, 474275, 219328]",309
"[209028, 137054, 255643, 183669]",1,"[69337, 9783, 474275, 219328]",309
"[20940, 420095, 67555, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[86810, 410653, 133425, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296711, 151399, 343326, 198014]",1,"[69337, 9783, 474275, 219328]",309
"[98972, 220893, 145587, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[167601, 329517, 214216, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[357720, 146478, 404335, 193093]",1,"[69337, 9783, 474275, 219328]",309
"[17976, 388858, 64591, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[190115, 65332, 236730, 111947]",1,"[69337, 9783, 474275, 219328]",309
"[303777, 200490, 350392, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[366795, 188304, 413410, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[280068, 378776, 326683, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179575, 377143, 226190, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[323197, 124991, 369812, 171606]",1,"[69337, 9783, 474275, 219328]",309
"[386366, 399715, 432981, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[273983, 132672, 320598, 179287]",1,"[69337, 9783, 474275, 219328]",309
"[140994, 17622, 187609, 64237]",1,"[69337, 9783, 474275, 219328]",309
"[276953, 95241, 323568, 141856]",1,"[69337, 9783, 474275, 219328]",309
"[173224, 380742, 219839, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[281198, 399784, 327813, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117460, 334376, 164075, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146746, 188431, 193361, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[136365, 213393, 182980, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188785, 291887, 235400, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[206695, 176126, 253310, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181402, 356300, 228017, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[236535, 220226, 283150, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161584, 130510, 208199, 177125]",1,"[69337, 9783, 474275, 219328]",309
"[347428, 289036, 394043, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[375019, 63582, 421634, 110197]",1,"[69337, 9783, 474275, 219328]",309
"[154255, 52917, 200870, 99532]",1,"[69337, 9783, 474275, 219328]",309
"[187233, 248980, 233848, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85549, 290648, 132164, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[263862, 294219, 310477, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51779, 142352, 98394, 188967]",1,"[42574, 9783, 114520, 219328]",308
"[119661, 93741, 166276, 140356]",1,"[69337, 9783, 474275, 219328]",309
"[70147, 148876, 116762, 195491]",1,"[69337, 9783, 474275, 219328]",309
"[178671, 296195, 225286, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16464, 186801, 63079, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[274311, 9783, 320926, 55044]",1,"[69337, 9783, 474275, 219328]",309
"[88643, 196701, 135258, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260292, 61663, 306907, 108278]",1,"[69337, 9783, 474275, 219328]",309
"[321524, 135606, 368139, 182221]",1,"[69337, 9783, 474275, 219328]",309
"[211180, 356309, 257795, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[129156, 146783, 175771, 193398]",1,"[69337, 9783, 474275, 219328]",309
"[34812, 11144, 81427, 57759]",0,"[8117, 9783, 474275, 219328]",617
"[323541, 189215, 370156, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[290720, 305181, 337335, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[364801, 148916, 411416, 195531]",1,"[69337, 9783, 474275, 219328]",309
"[175787, 24288, 222402, 70903]",1,"[69337, 9783, 474275, 219328]",309
"[274248, 412094, 320863, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[326967, 9783, 373582, 55668]",1,"[69337, 9783, 474275, 219328]",309
"[310904, 211481, 357519, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[134120, 249621, 180735, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[368230, 359843, 414845, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[262059, 161164, 308674, 207779]",1,"[69337, 9783, 474275, 219328]",309
"[74568, 210337, 121183, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[22382, 122250, 68997, 168865]",1,"[8117, 9783, 69337, 219328]",308
"[127491, 229728, 174106, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[406324, 353413, 452939, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[41932, 56770, 88547, 103385]",0,"[8117, 9783, 474275, 219328]",617
"[363053, 171080, 409668, 217695]",1,"[69337, 9783, 474275, 219328]",309
"[45783, 185214, 92398, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[425181, 377834, 471796, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[77596, 233188, 124211, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68441, 67205, 115056, 113820]",0,"[8117, 9783, 474275, 219328]",617
"[119448, 61836, 166063, 108451]",1,"[69337, 9783, 474275, 219328]",309
"[99454, 418728, 146069, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109390, 113241, 156005, 159856]",1,"[69337, 9783, 474275, 219328]",309
"[288768, 201219, 335383, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[49166, 283583, 95781, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[138997, 352780, 185612, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[418266, 361985, 464881, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[151925, 415115, 198540, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[382676, 110636, 429291, 157251]",1,"[69337, 9783, 474275, 219328]",309
"[270452, 109197, 317067, 155812]",1,"[69337, 9783, 474275, 219328]",309
"[152148, 425388, 198763, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[49515, 118796, 96130, 165411]",1,"[42574, 9783, 114520, 219328]",308
"[331657, 376234, 378272, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[424995, 373345, 471610, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[259542, 132868, 306157, 179483]",1,"[69337, 9783, 474275, 219328]",309
"[45205, 317643, 91820, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[189426, 406957, 236041, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[8855, 316237, 55470, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[168468, 356196, 215083, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[98398, 118564, 145013, 165179]",1,"[69337, 9783, 474275, 219328]",309
"[17488, 288176, 64103, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[348258, 375134, 394873, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[419075, 253417, 465690, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[417393, 400954, 464008, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[378323, 330793, 424938, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[339895, 284248, 386510, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[189207, 327666, 235822, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[417930, 126887, 464545, 173502]",1,"[69337, 9783, 474275, 219328]",309
"[218926, 397666, 265541, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[81174, 320361, 127789, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[200624, 406798, 247239, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[423538, 274489, 470153, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[274510, 92099, 321125, 138714]",1,"[69337, 9783, 474275, 219328]",309
"[267933, 47209, 314548, 93824]",1,"[69337, 9783, 474275, 219328]",309
"[117186, 269666, 163801, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[198142, 255531, 244757, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[401013, 320356, 447628, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[226839, 141711, 273454, 188326]",1,"[69337, 9783, 474275, 219328]",309
"[100203, 395370, 146818, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[9983, 348530, 56598, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[264638, 146587, 311253, 193202]",1,"[69337, 9783, 474275, 219328]",309
"[29356, 45502, 75971, 92117]",0,"[8117, 9783, 474275, 219328]",617
"[323120, 351488, 369735, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[389325, 24955, 435940, 71570]",1,"[69337, 9783, 474275, 219328]",309
"[424421, 188721, 471036, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[301647, 261333, 348262, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[236932, 307769, 283547, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341895, 263225, 388510, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[417100, 72881, 463715, 119496]",1,"[69337, 9783, 474275, 219328]",309
"[113787, 354797, 160402, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[33984, 202083, 80599, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[212212, 144335, 258827, 190950]",1,"[69337, 9783, 474275, 219328]",309
"[188679, 284619, 235294, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[320995, 185974, 367610, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[81656, 180532, 128271, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[86730, 71713, 133345, 118328]",1,"[69337, 9783, 474275, 219328]",309
"[390294, 195213, 436909, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[55993, 149880, 102608, 196495]",1,"[42574, 9783, 114520, 219328]",308
"[192169, 217485, 238784, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62658, 172585, 109273, 219200]",1,"[42574, 9783, 114520, 219328]",308
"[314593, 82323, 361208, 128938]",1,"[69337, 9783, 474275, 219328]",309
"[212419, 273118, 259034, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156458, 140892, 203073, 187507]",1,"[69337, 9783, 474275, 219328]",309
"[195626, 93202, 242241, 139817]",1,"[69337, 9783, 474275, 219328]",309
"[303860, 37787, 350475, 84402]",1,"[69337, 9783, 474275, 219328]",309
"[66277, 109770, 112892, 156385]",1,"[42574, 9783, 114520, 219328]",308
"[256208, 56714, 302823, 103329]",1,"[69337, 9783, 474275, 219328]",309
"[172936, 124209, 219551, 170824]",1,"[69337, 9783, 474275, 219328]",309
"[141628, 420698, 188243, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[240362, 96358, 286977, 142973]",1,"[69337, 9783, 474275, 219328]",309
"[232554, 335954, 279169, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114832, 298338, 161447, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[281780, 295412, 328395, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[246520, 106219, 293135, 152834]",1,"[69337, 9783, 474275, 219328]",309
"[262209, 375788, 308824, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[76639, 256229, 123254, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260506, 300699, 307121, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[393061, 196737, 439676, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[366865, 327785, 413480, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[362997, 271491, 409612, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[408179, 375308, 454794, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[25479, 118322, 72094, 164937]",0,"[8117, 9783, 474275, 219328]",617
"[94313, 42438, 140928, 89053]",1,"[69337, 9783, 474275, 219328]",309
"[377655, 172925, 424270, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[206749, 269074, 253364, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216298, 334699, 262913, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[283125, 219542, 329740, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[26908, 318006, 73523, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[174747, 83444, 221362, 130059]",1,"[69337, 9783, 474275, 219328]",309
"[91886, 145593, 138501, 192208]",1,"[69337, 9783, 474275, 219328]",309
"[342630, 376223, 389245, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93601, 313641, 140216, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96614, 250117, 143229, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[414670, 60482, 461285, 107097]",1,"[69337, 9783, 474275, 219328]",309
"[319445, 394205, 366060, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192286, 329899, 238901, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[334775, 125599, 381390, 172214]",1,"[69337, 9783, 474275, 219328]",309
"[290174, 343295, 336789, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327773, 220074, 374388, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[176088, 79834, 222703, 126449]",1,"[69337, 9783, 474275, 219328]",309
"[312271, 281221, 358886, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[422140, 326480, 468755, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[241188, 284271, 287803, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65002, 216717, 111617, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[204812, 161453, 251427, 208068]",1,"[69337, 9783, 474275, 219328]",309
"[182228, 239809, 228843, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[303137, 353302, 349752, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[343596, 175378, 390211, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[210535, 247148, 257150, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[63852, 74106, 110467, 120721]",1,"[42574, 9783, 114520, 219328]",308
"[268946, 261958, 315561, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239716, 100637, 286331, 147252]",1,"[69337, 9783, 474275, 219328]",309
"[407796, 120455, 454411, 167070]",1,"[69337, 9783, 474275, 219328]",309
"[396736, 98689, 443351, 145304]",1,"[69337, 9783, 474275, 219328]",309
"[377459, 67028, 424074, 113643]",1,"[69337, 9783, 474275, 219328]",309
"[338761, 377247, 385376, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[337323, 190664, 383938, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[75321, 419693, 121936, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[309591, 278501, 356206, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103722, 314800, 150337, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[347531, 300103, 394146, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[240135, 124596, 286750, 171211]",1,"[69337, 9783, 474275, 219328]",309
"[125276, 299997, 171891, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[222105, 254443, 268720, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[340644, 102420, 387259, 149035]",1,"[69337, 9783, 474275, 219328]",309
"[31569, 333953, 78184, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[285639, 147902, 332254, 194517]",1,"[69337, 9783, 474275, 219328]",309
"[160826, 270463, 207441, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[57623, 424500, 104238, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[19278, 265846, 65893, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[153082, 231799, 199697, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28844, 384338, 75459, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[139758, 258739, 186373, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[30314, 294581, 76929, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[255933, 404323, 302548, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260734, 312067, 307349, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[286078, 184534, 332693, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[351577, 368293, 398192, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[257652, 229949, 304267, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293672, 152595, 340287, 199210]",1,"[69337, 9783, 474275, 219328]",309
"[334144, 28092, 380759, 74707]",1,"[69337, 9783, 474275, 219328]",309
"[45842, 54072, 92457, 100687]",1,"[42574, 9783, 114520, 219328]",308
"[127776, 106704, 174391, 153319]",1,"[69337, 9783, 474275, 219328]",309
"[121305, 151718, 167920, 198333]",1,"[69337, 9783, 474275, 219328]",309
"[344396, 346281, 391011, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[173882, 351998, 220497, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[289808, 99806, 336423, 146421]",1,"[69337, 9783, 474275, 219328]",309
"[292963, 220537, 339578, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127693, 135672, 174308, 182287]",1,"[69337, 9783, 474275, 219328]",309
"[277276, 54396, 323891, 101011]",1,"[69337, 9783, 474275, 219328]",309
"[20122, 409034, 66737, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[200083, 15010, 246698, 61625]",1,"[69337, 9783, 474275, 219328]",309
"[102580, 169730, 149195, 216345]",1,"[69337, 9783, 474275, 219328]",309
"[218971, 256967, 265586, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[39630, 84113, 86245, 130728]",0,"[8117, 9783, 474275, 219328]",617
"[359437, 369509, 406052, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[199142, 407343, 245757, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[320542, 72779, 367157, 119394]",1,"[69337, 9783, 474275, 219328]",309
"[168529, 84446, 215144, 131061]",1,"[69337, 9783, 474275, 219328]",309
"[208948, 358689, 255563, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[372919, 228287, 419534, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[355440, 263655, 402055, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[254142, 177848, 300757, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[386009, 305796, 432624, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97072, 139039, 143687, 185654]",1,"[69337, 9783, 474275, 219328]",309
"[188371, 175024, 234986, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332545, 98179, 379160, 144794]",1,"[69337, 9783, 474275, 219328]",309
"[310076, 221220, 356691, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[397371, 208529, 443986, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182981, 424100, 229596, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179396, 398648, 226011, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[292704, 221771, 339319, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83067, 240485, 129682, 219328]",1,"[69337, 9783, 474275, 219328]",309
