,BRC Size,SRC Size,Diff,F/P %,SRC Depth,Error %
174,2087,5262,3175,2.5213224724484906,2,39.661725579627515
175,2350,21048,18698,8.95659574468085,0,11.164956290383884
176,787,21048,20261,26.744599745870392,0,3.7390725959711135
177,724,21048,20324,29.07182320441989,0,3.4397567464842265
178,0,5262,5262,inf,2,0.0
179,166,5262,5096,31.698795180722893,2,3.1546940326871913
180,517,21048,20531,40.71179883945842,0,2.4562903838844545
181,0,328,328,inf,6,0.0
182,1116,2631,1515,2.35752688172043,3,42.41733181299886
183,12,5262,5250,438.5,2,0.22805017103762829
184,0,5262,5262,inf,2,0.0
185,0,1315,1315,inf,4,0.0
186,949,5262,4313,5.544783983140148,2,18.034967692892437
187,1677,10524,8847,6.275491949910554,1,15.935005701254276
188,1169,2631,1462,2.2506415739948675,3,44.43177499049791
189,2288,21048,18760,9.1993006993007,0,10.870391486126948
190,1036,10524,9488,10.158301158301159,1,9.84416571645762
191,2224,21048,18824,9.464028776978417,0,10.56632459141011
192,929,5262,4333,5.664155005382131,2,17.654884074496387
193,113,5262,5149,46.56637168141593,2,2.1474724439376662
194,1452,5262,3810,3.62396694214876,2,27.594070695553018
195,876,2631,1755,3.0034246575342465,3,33.29532497149373
196,1438,5262,3824,3.659248956884562,2,27.32801216267579
197,1186,5262,4076,4.4367622259696455,2,22.538958570885594
198,2407,10524,8117,4.372247611134192,1,22.87153173698214
199,1498,10524,9026,7.025367156208278,1,14.234131508931966
200,0,1316,1316,inf,4,0.0
201,434,21048,20614,48.49769585253456,0,2.061953629798556
202,2473,10524,8051,4.2555600485240594,1,23.498669707335615
203,1018,1315,297,1.2917485265225934,4,77.41444866920152
204,358,21048,20690,58.79329608938548,0,1.700874192322311
205,0,2,2,inf,13,0.0
206,610,5262,4652,8.62622950819672,2,11.592550361079438
207,1438,10524,9086,7.318497913769124,1,13.664006081337895
208,3335,10524,7189,3.1556221889055474,1,31.68947168377043
209,708,5262,4554,7.432203389830509,2,13.45496009122007
210,168,21048,20880,125.28571428571429,0,0.798175598631699
211,744,2631,1887,3.536290322580645,3,28.278221208665904
212,768,21048,20280,27.40625,0,3.6488027366020526
213,619,1315,696,2.124394184168013,4,47.0722433460076
214,0,5262,5262,inf,2,0.0
215,0,5262,5262,inf,2,0.0
