SRC_exhaustive Query: Large,Depth,BBoxes,Data Size
"[260738, 81415, 400585, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[8850, 52182, 148697, 192029]",0,"[8117, 9783, 474275, 219328]",617
"[302762, 17935, 442609, 157782]",1,"[69337, 9783, 474275, 219328]",309
"[80635, 65468, 220482, 205315]",1,"[69337, 9783, 474275, 219328]",309
"[36932, 176484, 176779, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[171606, 109720, 311453, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[40995, 33239, 180842, 173086]",0,"[8117, 9783, 474275, 219328]",617
"[128574, 101093, 268421, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[196779, 208821, 336626, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[286075, 332967, 425922, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[201138, 227649, 340985, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118113, 213709, 257960, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28897, 320769, 168744, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[125016, 306417, 264863, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11971, 241909, 151818, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[13764, 225646, 153611, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[88577, 113586, 228424, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[41362, 311631, 181209, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[75915, 174006, 215762, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[155215, 162707, 295062, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[245307, 187555, 385154, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[282664, 224831, 422511, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[265627, 180970, 405474, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[147696, 278852, 287543, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[167690, 240726, 307537, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[288199, 182223, 428046, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[218533, 183932, 358380, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219715, 155084, 359562, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15599, 120344, 155446, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[252920, 164761, 392767, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219492, 232811, 359339, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[76174, 101906, 216021, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[258371, 107921, 398218, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97671, 109285, 237518, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48974, 150031, 188821, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[271628, 273534, 411475, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[94003, 316005, 233850, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[105087, 262373, 244934, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[71764, 260437, 211611, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[138201, 235669, 278048, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104424, 69053, 244271, 208900]",1,"[69337, 9783, 474275, 219328]",309
"[36637, 278588, 176484, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[28162, 55235, 168009, 195082]",0,"[8117, 9783, 474275, 219328]",617
"[57645, 318118, 197492, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[80123, 85262, 219970, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[303261, 118145, 443108, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[196389, 200115, 336236, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[60478, 58344, 200325, 198191]",0,"[8117, 9783, 474275, 219328]",617
"[205598, 264122, 345445, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73974, 184096, 213821, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[308775, 281938, 448622, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114634, 326482, 254481, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[125441, 321217, 265288, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307009, 240895, 446856, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[324287, 158576, 464134, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58159, 81696, 198006, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[227462, 58211, 367309, 198058]",1,"[69337, 9783, 474275, 219328]",309
"[106939, 76406, 246786, 216253]",1,"[69337, 9783, 474275, 219328]",309
"[101404, 147425, 241251, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152624, 178333, 292471, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96797, 241736, 236644, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[184294, 294503, 324141, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[60567, 55482, 200414, 195329]",0,"[8117, 9783, 474275, 219328]",617
"[215896, 14155, 355743, 154002]",1,"[69337, 9783, 474275, 219328]",309
"[40783, 107003, 180630, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[188189, 236288, 328036, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[138260, 181601, 278107, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[232244, 317022, 372091, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73080, 180193, 212927, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42464, 260674, 182311, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[326897, 266690, 466744, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[163797, 136573, 303644, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209242, 39087, 349089, 178934]",1,"[69337, 9783, 474275, 219328]",309
"[188927, 181954, 328774, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96731, 55194, 236578, 195041]",1,"[69337, 9783, 474275, 219328]",309
"[301898, 152864, 441745, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248345, 11375, 388192, 151222]",1,"[69337, 9783, 474275, 219328]",309
"[333366, 91842, 473213, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82166, 300569, 222013, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305576, 185193, 445423, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[246233, 43562, 386080, 183409]",1,"[69337, 9783, 474275, 219328]",309
"[212359, 150610, 352206, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[253598, 156612, 393445, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[23395, 220179, 163242, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[20581, 246999, 160428, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[66466, 77231, 206313, 217078]",0,"[8117, 9783, 474275, 219328]",617
"[165707, 180900, 305554, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[164263, 326261, 304110, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89669, 264597, 229516, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[241260, 11743, 381107, 151590]",1,"[69337, 9783, 474275, 219328]",309
"[327414, 178322, 467261, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89498, 225226, 229345, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[22095, 164728, 161942, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[101650, 310957, 241497, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[90258, 49145, 230105, 188992]",1,"[69337, 9783, 474275, 219328]",309
"[228936, 276513, 368783, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[245525, 288191, 385372, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[80816, 228400, 220663, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186154, 77441, 326001, 217288]",1,"[69337, 9783, 474275, 219328]",309
"[302560, 196639, 442407, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[317907, 96470, 457754, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51334, 56833, 191181, 196680]",0,"[8117, 9783, 474275, 219328]",617
"[135153, 67025, 275000, 206872]",1,"[69337, 9783, 474275, 219328]",309
"[114140, 258919, 253987, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[108508, 22644, 248355, 162491]",1,"[69337, 9783, 474275, 219328]",309
"[205364, 181033, 345211, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146691, 194263, 286538, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[317400, 140593, 457247, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[240337, 280322, 380184, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28237, 171448, 168084, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[241831, 235390, 381678, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[124944, 256502, 264791, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15902, 281658, 155749, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[320633, 215480, 460480, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[184774, 120509, 324621, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[303144, 191035, 442991, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162066, 93439, 301913, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[100948, 155487, 240795, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[112819, 70390, 252666, 210237]",1,"[69337, 9783, 474275, 219328]",309
"[192927, 206288, 332774, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89040, 166347, 228887, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142159, 96037, 282006, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[220836, 22636, 360683, 162483]",1,"[69337, 9783, 474275, 219328]",309
"[48831, 105535, 188678, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[212762, 223975, 352609, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[49181, 48419, 189028, 188266]",0,"[8117, 9783, 474275, 219328]",617
"[306670, 139171, 446517, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[288974, 43452, 428821, 183299]",1,"[69337, 9783, 474275, 219328]",309
"[121327, 177993, 261174, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[245462, 300613, 385309, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[326772, 59566, 466619, 199413]",1,"[69337, 9783, 474275, 219328]",309
"[97007, 91791, 236854, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[325623, 316576, 465470, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327050, 33466, 466897, 173313]",1,"[69337, 9783, 474275, 219328]",309
"[237703, 144521, 377550, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[120211, 289461, 260058, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[40034, 266905, 179881, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[46529, 16939, 186376, 156786]",0,"[8117, 9783, 474275, 219328]",617
"[33689, 319662, 173536, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[106738, 97947, 246585, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[266366, 112595, 406213, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[281262, 160633, 421109, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[309521, 305864, 449368, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[54067, 86940, 193914, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[203519, 294046, 343366, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[8547, 333301, 148394, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[183442, 170542, 323289, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294667, 126702, 434514, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[312608, 167391, 452455, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[14502, 309019, 154349, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[224442, 193736, 364289, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[45281, 180461, 185128, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[154895, 189506, 294742, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[60780, 165609, 200627, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[303860, 86283, 443707, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192723, 28225, 332570, 168072]",1,"[69337, 9783, 474275, 219328]",309
"[15718, 321105, 155565, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[218082, 12560, 357929, 152407]",1,"[69337, 9783, 474275, 219328]",309
"[234594, 130516, 374441, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[233902, 307104, 373749, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[251923, 162205, 391770, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[10330, 100132, 150177, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[308477, 246304, 448324, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[290145, 43531, 429992, 183378]",1,"[69337, 9783, 474275, 219328]",309
"[15295, 31044, 155142, 170891]",0,"[8117, 9783, 474275, 219328]",617
"[55770, 74892, 195617, 214739]",0,"[8117, 9783, 474275, 219328]",617
"[214368, 209268, 354215, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[321510, 100001, 461357, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123398, 295425, 263245, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64484, 23747, 204331, 163594]",0,"[8117, 9783, 474275, 219328]",617
"[29556, 214952, 169403, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[220652, 156481, 360499, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97853, 207499, 237700, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21906, 175284, 161753, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[228300, 280112, 368147, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[113494, 277541, 253341, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[194906, 320515, 334753, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137124, 25023, 276971, 164870]",1,"[69337, 9783, 474275, 219328]",309
"[225800, 266300, 365647, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[277025, 33122, 416872, 172969]",1,"[69337, 9783, 474275, 219328]",309
"[112963, 185480, 252810, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248096, 104607, 387943, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305864, 111506, 445711, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119454, 26823, 259301, 166670]",1,"[69337, 9783, 474275, 219328]",309
"[112990, 70602, 252837, 210449]",1,"[69337, 9783, 474275, 219328]",309
"[162080, 177746, 301927, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181106, 167894, 320953, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83553, 102750, 223400, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[310307, 225741, 450154, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152668, 37091, 292515, 176938]",1,"[69337, 9783, 474275, 219328]",309
"[208702, 66056, 348549, 205903]",1,"[69337, 9783, 474275, 219328]",309
"[306358, 269050, 446205, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93212, 207342, 233059, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[124495, 223088, 264342, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211094, 75612, 350941, 215459]",1,"[69337, 9783, 474275, 219328]",309
"[301768, 240146, 441615, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[198247, 32237, 338094, 172084]",1,"[69337, 9783, 474275, 219328]",309
"[331515, 283267, 471362, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127507, 121271, 267354, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[277084, 217610, 416931, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[263044, 125686, 402891, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307887, 49137, 447734, 188984]",1,"[69337, 9783, 474275, 219328]",309
"[291385, 66333, 431232, 206180]",1,"[69337, 9783, 474275, 219328]",309
"[88482, 94740, 228329, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[167150, 22888, 306997, 162735]",1,"[69337, 9783, 474275, 219328]",309
"[175437, 67775, 315284, 207622]",1,"[69337, 9783, 474275, 219328]",309
"[76905, 332739, 216752, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[285080, 332688, 424927, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[102332, 294634, 242179, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[226279, 142551, 366126, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15037, 200233, 154884, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[80318, 31441, 220165, 171288]",1,"[69337, 9783, 474275, 219328]",309
"[278165, 121450, 418012, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[241293, 329566, 381140, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149703, 226617, 289550, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[39558, 138756, 179405, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[317103, 147712, 456950, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109409, 184920, 249256, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[63182, 148675, 203029, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[266106, 202681, 405953, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162167, 38595, 302014, 178442]",1,"[69337, 9783, 474275, 219328]",309
"[146981, 64611, 286828, 204458]",1,"[69337, 9783, 474275, 219328]",309
"[196426, 157365, 336273, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110227, 186660, 250074, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[130066, 134565, 269913, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[112586, 106691, 252433, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[206535, 71911, 346382, 211758]",1,"[69337, 9783, 474275, 219328]",309
"[288575, 139942, 428422, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96661, 189698, 236508, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212942, 22201, 352789, 162048]",1,"[69337, 9783, 474275, 219328]",309
"[287866, 31045, 427713, 170892]",1,"[69337, 9783, 474275, 219328]",309
"[288429, 235512, 428276, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65537, 141254, 205384, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[113495, 276124, 253342, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[165720, 53110, 305567, 192957]",1,"[69337, 9783, 474275, 219328]",309
"[62947, 270326, 202794, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[229466, 297970, 369313, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[193149, 102209, 332996, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85398, 72032, 225245, 211879]",1,"[69337, 9783, 474275, 219328]",309
"[158647, 162621, 298494, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99327, 262941, 239174, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162503, 137666, 302350, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[290703, 312342, 430550, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[134232, 48847, 274079, 188694]",1,"[69337, 9783, 474275, 219328]",309
"[258517, 109167, 398364, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195967, 231714, 335814, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[148922, 179930, 288769, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62274, 81756, 202121, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[251166, 192268, 391013, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[273744, 76102, 413591, 215949]",1,"[69337, 9783, 474275, 219328]",309
"[40988, 249765, 180835, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[218382, 260885, 358229, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[175308, 327771, 315155, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171471, 261934, 311318, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82020, 156704, 221867, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32037, 223427, 171884, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[42895, 251169, 182742, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[319253, 101184, 459100, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[43843, 67312, 183690, 207159]",0,"[8117, 9783, 474275, 219328]",617
"[214630, 129366, 354477, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161144, 64342, 300991, 204189]",1,"[69337, 9783, 474275, 219328]",309
"[231114, 314025, 370961, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162941, 291859, 302788, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24437, 304881, 164284, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[33827, 220069, 173674, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[224333, 282722, 364180, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[200938, 127304, 340785, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[136776, 93604, 276623, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64945, 69284, 204792, 209131]",0,"[8117, 9783, 474275, 219328]",617
"[288768, 325444, 428615, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[84356, 163281, 224203, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195987, 262605, 335834, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[275903, 137200, 415750, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234652, 86284, 374499, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[321735, 322080, 461582, 219328]",1,"[69337, 9783, 474275, 219328]",309
