,BBOX,Depth,parent
433,"[8, 4, 10, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA70>, <__main__.DAGTree object at 0x0000021CEA5FBB90>]"
434,"[6, 4, 10, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA5FB7D0>, <__main__.DAGTree object at 0x0000021CEA638110>]"
435,"[6, 4, 8, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5F9FA0>, <__main__.DAGTree object at 0x0000021CEA5FB860>]"
436,"[6, 4, 8, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA1B0>, <__main__.DAGTree object at 0x0000021CEA5FA2D0>]"
437,"[6, 5, 8, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FA2D0>]
438,"[6, 6, 8, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA2D0>, <__main__.DAGTree object at 0x0000021CEA5FAB40>]"
439,"[7, 4, 9, 8]",5,[<__main__.DAGTree object at 0x0000021CEA5FB860>]
440,"[7, 4, 9, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA40>, <__main__.DAGTree object at 0x0000021CEA5FBB60>]"
441,"[7, 5, 9, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBB60>]
442,"[7, 6, 9, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB60>, <__main__.DAGTree object at 0x0000021CEA6381D0>]"
443,"[8, 4, 10, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB860>, <__main__.DAGTree object at 0x0000021CEA5FBCB0>]"
444,"[8, 4, 10, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA70>, <__main__.DAGTree object at 0x0000021CEA5FBB90>]"
445,"[8, 5, 10, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBB90>]
446,"[8, 6, 10, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB90>, <__main__.DAGTree object at 0x0000021CEA638200>]"
447,"[8, 0, 12, 8]",3,"[<__main__.DAGTree object at 0x0000021CEA5FB740>, <__main__.DAGTree object at 0x0000021CEA638C50>]"
448,"[8, 0, 12, 4]",4,[<__main__.DAGTree object at 0x0000021CEA5FB800>]
449,"[8, 0, 10, 4]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB830>, <__main__.DAGTree object at 0x0000021CEA5FBC80>]"
450,"[8, 0, 10, 2]",6,[<__main__.DAGTree object at 0x0000021CEA5FB8F0>]
451,"[8, 1, 10, 3]",6,[<__main__.DAGTree object at 0x0000021CEA5FB8F0>]
452,"[8, 2, 10, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB8F0>, <__main__.DAGTree object at 0x0000021CEA5FBA70>]"
453,"[9, 0, 11, 4]",5,[<__main__.DAGTree object at 0x0000021CEA5FBC80>]
454,"[9, 0, 11, 2]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD10>]
455,"[9, 1, 11, 3]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD10>]
456,"[9, 2, 11, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD10>, <__main__.DAGTree object at 0x0000021CEA5FBE90>]"
457,"[10, 0, 12, 4]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBC80>, <__main__.DAGTree object at 0x0000021CEA638D40>]"
458,"[10, 0, 12, 2]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD40>]
459,"[10, 1, 12, 3]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD40>]
460,"[10, 2, 12, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD40>, <__main__.DAGTree object at 0x0000021CEA5FBEC0>]"
461,"[8, 2, 12, 6]",4,[<__main__.DAGTree object at 0x0000021CEA5FB800>]
462,"[8, 2, 10, 6]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB890>, <__main__.DAGTree object at 0x0000021CEA5FBCE0>]"
463,"[8, 2, 10, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB8F0>, <__main__.DAGTree object at 0x0000021CEA5FBA70>]"
464,"[8, 3, 10, 5]",6,[<__main__.DAGTree object at 0x0000021CEA5FBA70>]
465,"[8, 4, 10, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA70>, <__main__.DAGTree object at 0x0000021CEA5FBB90>]"
466,"[9, 2, 11, 6]",5,[<__main__.DAGTree object at 0x0000021CEA5FBCE0>]
467,"[9, 2, 11, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD10>, <__main__.DAGTree object at 0x0000021CEA5FBE90>]"
468,"[9, 3, 11, 5]",6,[<__main__.DAGTree object at 0x0000021CEA5FBE90>]
469,"[9, 4, 11, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBE90>, <__main__.DAGTree object at 0x0000021CEA5FBFB0>]"
470,"[10, 2, 12, 6]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBCE0>, <__main__.DAGTree object at 0x0000021CEA638DA0>]"
471,"[10, 2, 12, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD40>, <__main__.DAGTree object at 0x0000021CEA5FBEC0>]"
472,"[10, 3, 12, 5]",6,[<__main__.DAGTree object at 0x0000021CEA5FBEC0>]
473,"[10, 4, 12, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBEC0>, <__main__.DAGTree object at 0x0000021CEA5FBFE0>]"
474,"[8, 4, 12, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA5FB800>, <__main__.DAGTree object at 0x0000021CEA638140>]"
475,"[8, 4, 10, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB860>, <__main__.DAGTree object at 0x0000021CEA5FBCB0>]"
476,"[8, 4, 10, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA70>, <__main__.DAGTree object at 0x0000021CEA5FBB90>]"
477,"[8, 5, 10, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBB90>]
478,"[8, 6, 10, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB90>, <__main__.DAGTree object at 0x0000021CEA638200>]"
479,"[9, 4, 11, 8]",5,[<__main__.DAGTree object at 0x0000021CEA5FBCB0>]
480,"[9, 4, 11, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBE90>, <__main__.DAGTree object at 0x0000021CEA5FBFB0>]"
481,"[9, 5, 11, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFB0>]
482,"[9, 6, 11, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFB0>, <__main__.DAGTree object at 0x0000021CEA638470>]"
483,"[10, 4, 12, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBCB0>, <__main__.DAGTree object at 0x0000021CEA638D70>]"
484,"[10, 4, 12, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBEC0>, <__main__.DAGTree object at 0x0000021CEA5FBFE0>]"
485,"[10, 5, 12, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFE0>]
486,"[10, 6, 12, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFE0>, <__main__.DAGTree object at 0x0000021CEA6384A0>]"
487,"[4, 4, 12, 12]",2,[<__main__.DAGTree object at 0x0000021CE8C8BDA0>]
488,"[4, 4, 8, 12]",3,"[<__main__.DAGTree object at 0x0000021CEA515700>, <__main__.DAGTree object at 0x0000021CEA5FB7A0>]"
489,"[4, 4, 8, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA1FDDF0>, <__main__.DAGTree object at 0x0000021CEA5FA3F0>]"
490,"[4, 4, 6, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5F9B50>, <__main__.DAGTree object at 0x0000021CEA5F9FA0>]"
491,"[4, 4, 6, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5F9D60>, <__main__.DAGTree object at 0x0000021CEA5F9E80>]"
492,"[4, 5, 6, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5F9E80>]
493,"[4, 6, 6, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5F9E80>, <__main__.DAGTree object at 0x0000021CEA5FA8A0>]"
494,"[5, 4, 7, 8]",5,[<__main__.DAGTree object at 0x0000021CEA5F9FA0>]
495,"[5, 4, 7, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA180>, <__main__.DAGTree object at 0x0000021CEA5FA2A0>]"
496,"[5, 5, 7, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FA2A0>]
497,"[5, 6, 7, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA2A0>, <__main__.DAGTree object at 0x0000021CEA5FAB10>]"
498,"[6, 4, 8, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5F9FA0>, <__main__.DAGTree object at 0x0000021CEA5FB860>]"
499,"[6, 4, 8, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA1B0>, <__main__.DAGTree object at 0x0000021CEA5FA2D0>]"
500,"[6, 5, 8, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FA2D0>]
501,"[6, 6, 8, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA2D0>, <__main__.DAGTree object at 0x0000021CEA5FAB40>]"
502,"[4, 6, 8, 10]",4,[<__main__.DAGTree object at 0x0000021CEA5FA3F0>]
503,"[4, 6, 6, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA5FA810>, <__main__.DAGTree object at 0x0000021CEA5FAAB0>]"
504,"[4, 6, 6, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5F9E80>, <__main__.DAGTree object at 0x0000021CEA5FA8A0>]"
505,"[4, 7, 6, 9]",6,[<__main__.DAGTree object at 0x0000021CEA5FA8A0>]
506,"[4, 8, 6, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA8A0>, <__main__.DAGTree object at 0x0000021CEA5FA9C0>]"
507,"[5, 6, 7, 10]",5,[<__main__.DAGTree object at 0x0000021CEA5FAAB0>]
508,"[5, 6, 7, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA2A0>, <__main__.DAGTree object at 0x0000021CEA5FAB10>]"
509,"[5, 7, 7, 9]",6,[<__main__.DAGTree object at 0x0000021CEA5FAB10>]
510,"[5, 8, 7, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAB10>, <__main__.DAGTree object at 0x0000021CEA5FAC30>]"
511,"[6, 6, 8, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA5FAAB0>, <__main__.DAGTree object at 0x0000021CEA638170>]"
512,"[6, 6, 8, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA2D0>, <__main__.DAGTree object at 0x0000021CEA5FAB40>]"
513,"[6, 7, 8, 9]",6,[<__main__.DAGTree object at 0x0000021CEA5FAB40>]
514,"[6, 8, 8, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAB40>, <__main__.DAGTree object at 0x0000021CEA5FAC60>]"
515,"[4, 8, 8, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA5FA3F0>, <__main__.DAGTree object at 0x0000021CEA5FAD80>]"
516,"[4, 8, 6, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA5FA840>, <__main__.DAGTree object at 0x0000021CEA5FAAE0>]"
517,"[4, 8, 6, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA8A0>, <__main__.DAGTree object at 0x0000021CEA5FA9C0>]"
518,"[4, 9, 6, 11]",6,[<__main__.DAGTree object at 0x0000021CEA5FA9C0>]
519,"[4, 10, 6, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA9C0>, <__main__.DAGTree object at 0x0000021CEA5FB290>]"
520,"[5, 8, 7, 12]",5,[<__main__.DAGTree object at 0x0000021CEA5FAAE0>]
521,"[5, 8, 7, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAB10>, <__main__.DAGTree object at 0x0000021CEA5FAC30>]"
522,"[5, 9, 7, 11]",6,[<__main__.DAGTree object at 0x0000021CEA5FAC30>]
523,"[5, 10, 7, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAC30>, <__main__.DAGTree object at 0x0000021CEA5FB500>]"
524,"[6, 8, 8, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA5FAAE0>, <__main__.DAGTree object at 0x0000021CEA6381A0>]"
525,"[6, 8, 8, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAB40>, <__main__.DAGTree object at 0x0000021CEA5FAC60>]"
526,"[6, 9, 8, 11]",6,[<__main__.DAGTree object at 0x0000021CEA5FAC60>]
527,"[6, 10, 8, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAC60>, <__main__.DAGTree object at 0x0000021CEA5FB530>]"
528,"[6, 4, 10, 12]",3,[<__main__.DAGTree object at 0x0000021CEA5FB7A0>]
529,"[6, 4, 10, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA5FB7D0>, <__main__.DAGTree object at 0x0000021CEA638110>]"
530,"[6, 4, 8, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5F9FA0>, <__main__.DAGTree object at 0x0000021CEA5FB860>]"
531,"[6, 4, 8, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA1B0>, <__main__.DAGTree object at 0x0000021CEA5FA2D0>]"
532,"[6, 5, 8, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FA2D0>]
533,"[6, 6, 8, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA2D0>, <__main__.DAGTree object at 0x0000021CEA5FAB40>]"
534,"[7, 4, 9, 8]",5,[<__main__.DAGTree object at 0x0000021CEA5FB860>]
535,"[7, 4, 9, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA40>, <__main__.DAGTree object at 0x0000021CEA5FBB60>]"
536,"[7, 5, 9, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBB60>]
537,"[7, 6, 9, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB60>, <__main__.DAGTree object at 0x0000021CEA6381D0>]"
538,"[8, 4, 10, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB860>, <__main__.DAGTree object at 0x0000021CEA5FBCB0>]"
539,"[8, 4, 10, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA70>, <__main__.DAGTree object at 0x0000021CEA5FBB90>]"
540,"[8, 5, 10, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBB90>]
541,"[8, 6, 10, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB90>, <__main__.DAGTree object at 0x0000021CEA638200>]"
542,"[6, 6, 10, 10]",4,[<__main__.DAGTree object at 0x0000021CEA638110>]
543,"[6, 6, 8, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA5FAAB0>, <__main__.DAGTree object at 0x0000021CEA638170>]"
544,"[6, 6, 8, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA2D0>, <__main__.DAGTree object at 0x0000021CEA5FAB40>]"
545,"[6, 7, 8, 9]",6,[<__main__.DAGTree object at 0x0000021CEA5FAB40>]
546,"[6, 8, 8, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAB40>, <__main__.DAGTree object at 0x0000021CEA5FAC60>]"
547,"[7, 6, 9, 10]",5,[<__main__.DAGTree object at 0x0000021CEA638170>]
548,"[7, 6, 9, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB60>, <__main__.DAGTree object at 0x0000021CEA6381D0>]"
549,"[7, 7, 9, 9]",6,[<__main__.DAGTree object at 0x0000021CEA6381D0>]
550,"[7, 8, 9, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6381D0>, <__main__.DAGTree object at 0x0000021CEA6382F0>]"
551,"[8, 6, 10, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA638170>, <__main__.DAGTree object at 0x0000021CEA638410>]"
552,"[8, 6, 10, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB90>, <__main__.DAGTree object at 0x0000021CEA638200>]"
553,"[8, 7, 10, 9]",6,[<__main__.DAGTree object at 0x0000021CEA638200>]
554,"[8, 8, 10, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638200>, <__main__.DAGTree object at 0x0000021CEA638320>]"
555,"[6, 8, 10, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA638110>, <__main__.DAGTree object at 0x0000021CEA6386B0>]"
556,"[6, 8, 8, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA5FAAE0>, <__main__.DAGTree object at 0x0000021CEA6381A0>]"
557,"[6, 8, 8, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAB40>, <__main__.DAGTree object at 0x0000021CEA5FAC60>]"
558,"[6, 9, 8, 11]",6,[<__main__.DAGTree object at 0x0000021CEA5FAC60>]
559,"[6, 10, 8, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAC60>, <__main__.DAGTree object at 0x0000021CEA5FB530>]"
560,"[7, 8, 9, 12]",5,[<__main__.DAGTree object at 0x0000021CEA6381A0>]
561,"[7, 8, 9, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6381D0>, <__main__.DAGTree object at 0x0000021CEA6382F0>]"
562,"[7, 9, 9, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6382F0>]
563,"[7, 10, 9, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6382F0>, <__main__.DAGTree object at 0x0000021CEA638770>]"
564,"[8, 8, 10, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA6381A0>, <__main__.DAGTree object at 0x0000021CEA638440>]"
565,"[8, 8, 10, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638200>, <__main__.DAGTree object at 0x0000021CEA638320>]"
566,"[8, 9, 10, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638320>]
567,"[8, 10, 10, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638320>, <__main__.DAGTree object at 0x0000021CEA6387A0>]"
568,"[8, 4, 12, 12]",3,"[<__main__.DAGTree object at 0x0000021CEA5FB7A0>, <__main__.DAGTree object at 0x0000021CEA638CB0>]"
569,"[8, 4, 12, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA5FB800>, <__main__.DAGTree object at 0x0000021CEA638140>]"
570,"[8, 4, 10, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB860>, <__main__.DAGTree object at 0x0000021CEA5FBCB0>]"
571,"[8, 4, 10, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA70>, <__main__.DAGTree object at 0x0000021CEA5FBB90>]"
572,"[8, 5, 10, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBB90>]
573,"[8, 6, 10, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB90>, <__main__.DAGTree object at 0x0000021CEA638200>]"
574,"[9, 4, 11, 8]",5,[<__main__.DAGTree object at 0x0000021CEA5FBCB0>]
575,"[9, 4, 11, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBE90>, <__main__.DAGTree object at 0x0000021CEA5FBFB0>]"
576,"[9, 5, 11, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFB0>]
577,"[9, 6, 11, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFB0>, <__main__.DAGTree object at 0x0000021CEA638470>]"
578,"[10, 4, 12, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBCB0>, <__main__.DAGTree object at 0x0000021CEA638D70>]"
579,"[10, 4, 12, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBEC0>, <__main__.DAGTree object at 0x0000021CEA5FBFE0>]"
580,"[10, 5, 12, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFE0>]
581,"[10, 6, 12, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFE0>, <__main__.DAGTree object at 0x0000021CEA6384A0>]"
582,"[8, 6, 12, 10]",4,[<__main__.DAGTree object at 0x0000021CEA638140>]
583,"[8, 6, 10, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA638170>, <__main__.DAGTree object at 0x0000021CEA638410>]"
584,"[8, 6, 10, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB90>, <__main__.DAGTree object at 0x0000021CEA638200>]"
585,"[8, 7, 10, 9]",6,[<__main__.DAGTree object at 0x0000021CEA638200>]
586,"[8, 8, 10, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638200>, <__main__.DAGTree object at 0x0000021CEA638320>]"
587,"[9, 6, 11, 10]",5,[<__main__.DAGTree object at 0x0000021CEA638410>]
588,"[9, 6, 11, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFB0>, <__main__.DAGTree object at 0x0000021CEA638470>]"
589,"[9, 7, 11, 9]",6,[<__main__.DAGTree object at 0x0000021CEA638470>]
590,"[9, 8, 11, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638470>, <__main__.DAGTree object at 0x0000021CEA638590>]"
591,"[10, 6, 12, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA638410>, <__main__.DAGTree object at 0x0000021CEA639640>]"
592,"[10, 6, 12, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFE0>, <__main__.DAGTree object at 0x0000021CEA6384A0>]"
593,"[10, 7, 12, 9]",6,[<__main__.DAGTree object at 0x0000021CEA6384A0>]
594,"[10, 8, 12, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6384A0>, <__main__.DAGTree object at 0x0000021CEA6385C0>]"
595,"[8, 8, 12, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA638140>, <__main__.DAGTree object at 0x0000021CEA6386E0>]"
596,"[8, 8, 10, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA6381A0>, <__main__.DAGTree object at 0x0000021CEA638440>]"
597,"[8, 8, 10, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638200>, <__main__.DAGTree object at 0x0000021CEA638320>]"
598,"[8, 9, 10, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638320>]
599,"[8, 10, 10, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638320>, <__main__.DAGTree object at 0x0000021CEA6387A0>]"
600,"[9, 8, 11, 12]",5,[<__main__.DAGTree object at 0x0000021CEA638440>]
601,"[9, 8, 11, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638470>, <__main__.DAGTree object at 0x0000021CEA638590>]"
602,"[9, 9, 11, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638590>]
603,"[9, 10, 11, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638590>, <__main__.DAGTree object at 0x0000021CEA638A10>]"
604,"[10, 8, 12, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA638440>, <__main__.DAGTree object at 0x0000021CEA639670>]"
605,"[10, 8, 12, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6384A0>, <__main__.DAGTree object at 0x0000021CEA6385C0>]"
606,"[10, 9, 12, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6385C0>]
607,"[10, 10, 12, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6385C0>, <__main__.DAGTree object at 0x0000021CEA638A40>]"
608,"[4, 8, 12, 16]",2,[<__main__.DAGTree object at 0x0000021CE8C8BDA0>]
609,"[4, 8, 8, 16]",3,"[<__main__.DAGTree object at 0x0000021CEA5146E0>, <__main__.DAGTree object at 0x0000021CEA5FB770>]"
610,"[4, 8, 8, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA5FA3F0>, <__main__.DAGTree object at 0x0000021CEA5FAD80>]"
611,"[4, 8, 6, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA5FA840>, <__main__.DAGTree object at 0x0000021CEA5FAAE0>]"
612,"[4, 8, 6, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA8A0>, <__main__.DAGTree object at 0x0000021CEA5FA9C0>]"
613,"[4, 9, 6, 11]",6,[<__main__.DAGTree object at 0x0000021CEA5FA9C0>]
614,"[4, 10, 6, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA9C0>, <__main__.DAGTree object at 0x0000021CEA5FB290>]"
615,"[5, 8, 7, 12]",5,[<__main__.DAGTree object at 0x0000021CEA5FAAE0>]
616,"[5, 8, 7, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAB10>, <__main__.DAGTree object at 0x0000021CEA5FAC30>]"
617,"[5, 9, 7, 11]",6,[<__main__.DAGTree object at 0x0000021CEA5FAC30>]
618,"[5, 10, 7, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAC30>, <__main__.DAGTree object at 0x0000021CEA5FB500>]"
619,"[6, 8, 8, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA5FAAE0>, <__main__.DAGTree object at 0x0000021CEA6381A0>]"
620,"[6, 8, 8, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAB40>, <__main__.DAGTree object at 0x0000021CEA5FAC60>]"
621,"[6, 9, 8, 11]",6,[<__main__.DAGTree object at 0x0000021CEA5FAC60>]
622,"[6, 10, 8, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAC60>, <__main__.DAGTree object at 0x0000021CEA5FB530>]"
623,"[4, 10, 8, 14]",4,[<__main__.DAGTree object at 0x0000021CEA5FAD80>]
624,"[4, 10, 6, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB200>, <__main__.DAGTree object at 0x0000021CEA5FB4A0>]"
625,"[4, 10, 6, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FA9C0>, <__main__.DAGTree object at 0x0000021CEA5FB290>]"
626,"[4, 11, 6, 13]",6,[<__main__.DAGTree object at 0x0000021CEA5FB290>]
627,"[4, 12, 6, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB290>, <__main__.DAGTree object at 0x0000021CEA5FB3B0>]"
628,"[5, 10, 7, 14]",5,[<__main__.DAGTree object at 0x0000021CEA5FB4A0>]
629,"[5, 10, 7, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAC30>, <__main__.DAGTree object at 0x0000021CEA5FB500>]"
630,"[5, 11, 7, 13]",6,[<__main__.DAGTree object at 0x0000021CEA5FB500>]
631,"[5, 12, 7, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB500>, <__main__.DAGTree object at 0x0000021CEA5FB620>]"
632,"[6, 10, 8, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB4A0>, <__main__.DAGTree object at 0x0000021CEA638710>]"
633,"[6, 10, 8, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAC60>, <__main__.DAGTree object at 0x0000021CEA5FB530>]"
634,"[6, 11, 8, 13]",6,[<__main__.DAGTree object at 0x0000021CEA5FB530>]
635,"[6, 12, 8, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB530>, <__main__.DAGTree object at 0x0000021CEA5FB650>]"
636,"[4, 12, 8, 16]",4,[<__main__.DAGTree object at 0x0000021CEA5FAD80>]
637,"[4, 12, 6, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB230>, <__main__.DAGTree object at 0x0000021CEA5FB4D0>]"
638,"[4, 12, 6, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB290>, <__main__.DAGTree object at 0x0000021CEA5FB3B0>]"
639,"[4, 13, 6, 15]",6,[<__main__.DAGTree object at 0x0000021CEA5FB3B0>]
640,"[4, 14, 6, 16]",6,[<__main__.DAGTree object at 0x0000021CEA5FB3B0>]
641,"[5, 12, 7, 16]",5,[<__main__.DAGTree object at 0x0000021CEA5FB4D0>]
642,"[5, 12, 7, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB500>, <__main__.DAGTree object at 0x0000021CEA5FB620>]"
