SRC_middle Query: Small,Depth,# Hops,BBoxes,Data Size
"[11, 3, 14, 6]",6,6,"[10, 2, 14, 6]",16
"[27, 4, 30, 7]",6,6,"[26, 4, 30, 8]",16
"[8, 27, 11, 30]",6,6,"[8, 26, 12, 30]",16
"[0, 1, 3, 4]",6,6,"[0, 0, 4, 4]",16
"[1, 6, 4, 9]",6,6,"[0, 6, 4, 10]",16
"[21, 8, 24, 11]",6,6,"[20, 8, 24, 12]",16
"[17, 10, 20, 13]",6,6,"[16, 10, 20, 14]",16
"[11, 18, 14, 21]",6,6,"[10, 18, 14, 22]",16
"[29, 27, 32, 30]",6,6,"[28, 26, 32, 30]",16
"[1, 27, 4, 30]",6,6,"[0, 26, 4, 30]",16
"[23, 22, 26, 25]",6,6,"[22, 22, 26, 26]",16
"[19, 20, 22, 23]",6,6,"[18, 20, 22, 24]",16
"[15, 22, 18, 25]",6,6,"[14, 22, 18, 26]",16
"[20, 28, 23, 31]",6,6,"[20, 28, 24, 32]",16
"[14, 20, 17, 23]",6,6,"[14, 20, 18, 24]",16
"[13, 11, 16, 14]",6,6,"[12, 10, 16, 14]",16
"[27, 17, 30, 20]",6,6,"[26, 16, 30, 20]",16
"[5, 6, 8, 9]",6,6,"[4, 6, 8, 10]",16
"[12, 18, 15, 21]",6,6,"[12, 18, 16, 22]",16
"[9, 0, 12, 3]",6,6,"[8, 0, 12, 4]",16
"[4, 4, 7, 7]",6,6,"[4, 4, 8, 8]",16
"[8, 10, 11, 13]",6,6,"[8, 10, 12, 14]",16
"[10, 25, 13, 28]",6,6,"[10, 24, 14, 28]",16
"[11, 22, 14, 25]",6,6,"[10, 22, 14, 26]",16
"[2, 10, 5, 13]",6,6,"[2, 10, 6, 14]",16
"[24, 19, 27, 22]",6,6,"[24, 18, 28, 22]",16
"[1, 1, 4, 4]",6,6,"[0, 0, 4, 4]",16
"[8, 5, 11, 8]",6,6,"[8, 4, 12, 8]",16
"[4, 18, 7, 21]",6,6,"[4, 18, 8, 22]",16
"[9, 11, 12, 14]",6,6,"[8, 10, 12, 14]",16
"[12, 17, 15, 20]",6,6,"[12, 16, 16, 20]",16
"[4, 9, 7, 12]",6,6,"[4, 8, 8, 12]",16
"[3, 15, 6, 18]",6,6,"[2, 14, 6, 18]",16
"[23, 7, 26, 10]",6,6,"[22, 6, 26, 10]",16
"[29, 1, 32, 4]",6,6,"[28, 0, 32, 4]",16
"[9, 5, 12, 8]",6,6,"[8, 4, 12, 8]",16
"[27, 16, 30, 19]",6,6,"[26, 16, 30, 20]",16
"[23, 2, 26, 5]",6,6,"[22, 2, 26, 6]",16
"[9, 12, 12, 15]",6,6,"[8, 12, 12, 16]",16
"[26, 10, 29, 13]",6,6,"[26, 10, 30, 14]",16
"[9, 13, 12, 16]",6,6,"[8, 12, 12, 16]",16
"[3, 3, 6, 6]",6,6,"[2, 2, 6, 6]",16
"[17, 29, 20, 32]",6,6,"[16, 28, 20, 32]",16
"[15, 15, 18, 18]",6,6,"[14, 14, 18, 18]",16
"[10, 26, 13, 29]",6,6,"[10, 26, 14, 30]",16
"[25, 25, 28, 28]",6,6,"[24, 24, 28, 28]",16
"[10, 3, 13, 6]",6,6,"[10, 2, 14, 6]",16
"[15, 3, 18, 6]",6,6,"[14, 2, 18, 6]",16
"[22, 15, 25, 18]",6,6,"[22, 14, 26, 18]",16
"[13, 1, 16, 4]",6,6,"[12, 0, 16, 4]",16
"[9, 10, 12, 13]",6,6,"[8, 10, 12, 14]",16
"[23, 21, 26, 24]",6,6,"[22, 20, 26, 24]",16
"[28, 4, 31, 7]",6,6,"[28, 4, 32, 8]",16
"[29, 5, 32, 8]",6,6,"[28, 4, 32, 8]",16
"[20, 18, 23, 21]",6,6,"[20, 18, 24, 22]",16
"[12, 25, 15, 28]",6,6,"[12, 24, 16, 28]",16
"[20, 2, 23, 5]",6,6,"[20, 2, 24, 6]",16
"[2, 25, 5, 28]",6,6,"[2, 24, 6, 28]",16
"[2, 6, 5, 9]",6,6,"[2, 6, 6, 10]",16
"[23, 7, 26, 10]",6,6,"[22, 6, 26, 10]",16
"[1, 12, 4, 15]",6,6,"[0, 12, 4, 16]",16
"[0, 3, 3, 6]",6,6,"[0, 2, 4, 6]",16
"[12, 17, 15, 20]",6,6,"[12, 16, 16, 20]",16
"[16, 9, 19, 12]",6,6,"[16, 8, 20, 12]",16
"[14, 29, 17, 32]",6,6,"[14, 28, 18, 32]",16
"[15, 25, 18, 28]",6,6,"[14, 24, 18, 28]",16
"[18, 22, 21, 25]",6,6,"[18, 22, 22, 26]",16
"[21, 6, 24, 9]",6,6,"[20, 6, 24, 10]",16
"[13, 2, 16, 5]",6,6,"[12, 2, 16, 6]",16
"[11, 7, 14, 10]",6,6,"[10, 6, 14, 10]",16
"[8, 18, 11, 21]",6,6,"[8, 18, 12, 22]",16
"[24, 5, 27, 8]",6,6,"[24, 4, 28, 8]",16
"[13, 6, 16, 9]",6,6,"[12, 6, 16, 10]",16
"[11, 3, 14, 6]",6,6,"[10, 2, 14, 6]",16
"[2, 26, 5, 29]",6,6,"[2, 26, 6, 30]",16
"[27, 27, 30, 30]",6,6,"[26, 26, 30, 30]",16
"[22, 0, 25, 3]",6,6,"[22, 0, 26, 4]",16
"[28, 16, 31, 19]",6,6,"[28, 16, 32, 20]",16
"[14, 24, 17, 27]",6,6,"[14, 24, 18, 28]",16
"[21, 6, 24, 9]",6,6,"[20, 6, 24, 10]",16
"[3, 15, 6, 18]",6,6,"[2, 14, 6, 18]",16
"[12, 8, 15, 11]",6,6,"[12, 8, 16, 12]",16
"[6, 20, 9, 23]",6,6,"[6, 20, 10, 24]",16
"[1, 25, 4, 28]",6,6,"[0, 24, 4, 28]",16
"[6, 19, 9, 22]",6,6,"[6, 18, 10, 22]",16
"[4, 3, 7, 6]",6,6,"[4, 2, 8, 6]",16
"[6, 14, 9, 17]",6,6,"[6, 14, 10, 18]",16
"[12, 11, 15, 14]",6,6,"[12, 10, 16, 14]",16
"[17, 26, 20, 29]",6,6,"[16, 26, 20, 30]",16
"[4, 3, 7, 6]",6,6,"[4, 2, 8, 6]",16
"[19, 15, 22, 18]",6,6,"[18, 14, 22, 18]",16
"[4, 18, 7, 21]",6,6,"[4, 18, 8, 22]",16
"[12, 20, 15, 23]",6,6,"[12, 20, 16, 24]",16
"[21, 13, 24, 16]",6,6,"[20, 12, 24, 16]",16
"[28, 16, 31, 19]",6,6,"[28, 16, 32, 20]",16
"[15, 21, 18, 24]",6,6,"[14, 20, 18, 24]",16
"[29, 28, 32, 31]",6,6,"[28, 28, 32, 32]",16
"[10, 26, 13, 29]",6,6,"[10, 26, 14, 30]",16
"[15, 15, 18, 18]",6,6,"[14, 14, 18, 18]",16
"[20, 21, 23, 24]",6,6,"[20, 20, 24, 24]",16
"[27, 6, 30, 9]",6,6,"[26, 6, 30, 10]",16
"[17, 19, 20, 22]",6,6,"[16, 18, 20, 22]",16
"[29, 7, 32, 10]",6,6,"[28, 6, 32, 10]",16
"[0, 10, 3, 13]",6,6,"[0, 10, 4, 14]",16
"[22, 23, 25, 26]",6,6,"[22, 22, 26, 26]",16
"[28, 10, 31, 13]",6,6,"[28, 10, 32, 14]",16
"[26, 10, 29, 13]",6,6,"[26, 10, 30, 14]",16
"[1, 16, 4, 19]",6,6,"[0, 16, 4, 20]",16
"[4, 27, 7, 30]",6,6,"[4, 26, 8, 30]",16
"[8, 19, 11, 22]",6,6,"[8, 18, 12, 22]",16
"[25, 4, 28, 7]",6,6,"[24, 4, 28, 8]",16
"[26, 12, 29, 15]",6,6,"[26, 12, 30, 16]",16
"[18, 9, 21, 12]",6,6,"[18, 8, 22, 12]",16
"[22, 22, 25, 25]",6,6,"[22, 22, 26, 26]",16
"[25, 15, 28, 18]",6,6,"[24, 14, 28, 18]",16
"[2, 25, 5, 28]",6,6,"[2, 24, 6, 28]",16
"[2, 16, 5, 19]",6,6,"[2, 16, 6, 20]",16
"[27, 29, 30, 32]",6,6,"[26, 28, 30, 32]",16
"[1, 2, 4, 5]",6,6,"[0, 2, 4, 6]",16
"[7, 4, 10, 7]",6,6,"[6, 4, 10, 8]",16
"[1, 9, 4, 12]",6,6,"[0, 8, 4, 12]",16
"[0, 24, 3, 27]",6,6,"[0, 24, 4, 28]",16
"[27, 14, 30, 17]",6,6,"[26, 14, 30, 18]",16
"[10, 27, 13, 30]",6,6,"[10, 26, 14, 30]",16
"[5, 25, 8, 28]",6,6,"[4, 24, 8, 28]",16
"[4, 27, 7, 30]",6,6,"[4, 26, 8, 30]",16
"[20, 14, 23, 17]",6,6,"[20, 14, 24, 18]",16
"[11, 16, 14, 19]",6,6,"[10, 16, 14, 20]",16
"[12, 28, 15, 31]",6,6,"[12, 28, 16, 32]",16
"[16, 16, 19, 19]",6,6,"[16, 16, 20, 20]",16
"[1, 18, 4, 21]",6,6,"[0, 18, 4, 22]",16
"[2, 21, 5, 24]",6,6,"[2, 20, 6, 24]",16
"[25, 25, 28, 28]",6,6,"[24, 24, 28, 28]",16
"[16, 24, 19, 27]",6,6,"[16, 24, 20, 28]",16
"[19, 2, 22, 5]",6,6,"[18, 2, 22, 6]",16
"[23, 13, 26, 16]",6,6,"[22, 12, 26, 16]",16
"[28, 24, 31, 27]",6,6,"[28, 24, 32, 28]",16
"[6, 9, 9, 12]",6,6,"[6, 8, 10, 12]",16
"[17, 28, 20, 31]",6,6,"[16, 28, 20, 32]",16
"[19, 13, 22, 16]",6,6,"[18, 12, 22, 16]",16
"[26, 15, 29, 18]",6,6,"[26, 14, 30, 18]",16
"[27, 25, 30, 28]",6,6,"[26, 24, 30, 28]",16
"[12, 19, 15, 22]",6,6,"[12, 18, 16, 22]",16
"[18, 7, 21, 10]",6,6,"[18, 6, 22, 10]",16
"[27, 27, 30, 30]",6,6,"[26, 26, 30, 30]",16
"[25, 0, 28, 3]",6,6,"[24, 0, 28, 4]",16
"[21, 28, 24, 31]",6,6,"[20, 28, 24, 32]",16
"[0, 23, 3, 26]",6,6,"[0, 22, 4, 26]",16
"[5, 9, 8, 12]",6,6,"[4, 8, 8, 12]",16
"[16, 18, 19, 21]",6,6,"[16, 18, 20, 22]",16
"[8, 10, 11, 13]",6,6,"[8, 10, 12, 14]",16
"[2, 15, 5, 18]",6,6,"[2, 14, 6, 18]",16
"[27, 8, 30, 11]",6,6,"[26, 8, 30, 12]",16
"[26, 9, 29, 12]",6,6,"[26, 8, 30, 12]",16
"[24, 13, 27, 16]",6,6,"[24, 12, 28, 16]",16
"[12, 25, 15, 28]",6,6,"[12, 24, 16, 28]",16
"[12, 1, 15, 4]",6,6,"[12, 0, 16, 4]",16
"[5, 20, 8, 23]",6,6,"[4, 20, 8, 24]",16
"[29, 4, 32, 7]",6,6,"[28, 4, 32, 8]",16
"[7, 9, 10, 12]",6,6,"[6, 8, 10, 12]",16
"[23, 26, 26, 29]",6,6,"[22, 26, 26, 30]",16
"[10, 1, 13, 4]",6,6,"[10, 0, 14, 4]",16
"[1, 15, 4, 18]",6,6,"[0, 14, 4, 18]",16
"[13, 4, 16, 7]",6,6,"[12, 4, 16, 8]",16
"[15, 28, 18, 31]",6,6,"[14, 28, 18, 32]",16
"[27, 19, 30, 22]",6,6,"[26, 18, 30, 22]",16
"[22, 2, 25, 5]",6,6,"[22, 2, 26, 6]",16
"[21, 22, 24, 25]",6,6,"[20, 22, 24, 26]",16
"[4, 25, 7, 28]",6,6,"[4, 24, 8, 28]",16
"[11, 13, 14, 16]",6,6,"[10, 12, 14, 16]",16
"[1, 19, 4, 22]",6,6,"[0, 18, 4, 22]",16
"[14, 12, 17, 15]",6,6,"[14, 12, 18, 16]",16
"[14, 1, 17, 4]",6,6,"[14, 0, 18, 4]",16
"[3, 15, 6, 18]",6,6,"[2, 14, 6, 18]",16
"[24, 4, 27, 7]",6,6,"[24, 4, 28, 8]",16
"[0, 1, 3, 4]",6,6,"[0, 0, 4, 4]",16
"[19, 19, 22, 22]",6,6,"[18, 18, 22, 22]",16
"[4, 20, 7, 23]",6,6,"[4, 20, 8, 24]",16
